I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.4945,0.04626,-0.32346,-0.26064,0.42156,-0.1237,0.5407,0.47944,0.56734,0.5763,0.35604,0.15036
0.48646,0.06088,-0.30658,-0.2681,0.40486,-0.1079,0.52576,0.46268,0.54938,0.56428,0.3473,0.14664
0.47842,0.08038,-0.27846,-0.27554,0.37982,-0.08158,0.5108,0.44384,0.53322,0.55396,0.33856,0.13922
0.4543,0.08038,-0.26158,-0.2681,0.35478,-0.07632,0.49088,0.4271,0.51526,0.54194,0.32984,0.13178
0.4382,0.08524,-0.2447,-0.26064,0.32974,-0.0658,0.46596,0.40824,0.4991,0.52992,0.3189,0.12436
0.42212,0.08524,-0.23346,-0.2532,0.31304,-0.06054,0.45598,0.3915,0.47936,0.51274,0.3058,0.11694
0.40604,0.08038,-0.22784,-0.24576,0.30468,-0.06054,0.43606,0.37056,0.45602,0.49556,0.2927,0.10208
0.38996,0.07062,-0.2222,-0.22342,0.288,-0.06054,0.4211,0.34962,0.43626,0.47666,0.28178,0.08724
0.3578,0.06088,-0.21096,-0.20108,0.26294,-0.06054,0.39618,0.33288,0.41652,0.45778,0.26212,0.07238
0.33368,0.05114,-0.20534,-0.18618,0.24626,-0.0658,0.37624,0.31612,0.39856,0.43716,0.24464,0.05382
0.3176,0.04626,-0.1997,-0.17874,0.22956,-0.0658,0.3613,0.30148,0.3824,0.4217,0.22934,0.03526
0.29348,0.02678,-0.20534,-0.1564,0.2212,-0.07632,0.35134,0.28682,0.36804,0.40452,0.20968,0.0204
0.2774,0.01216,-0.21096,-0.13406,0.2212,-0.08686,0.34136,0.27426,0.35548,0.38906,0.1944,0.00184
0.25326,-0.00244,-0.21096,-0.1117,0.20452,-0.09738,0.3314,0.26378,0.3429,0.3736,0.1791,-0.0167
0.24522,-0.0073,-0.21658,-0.10426,0.20452,-0.10264,0.32142,0.25122,0.32854,0.36158,0.166,-0.03156
0.22914,-0.02192,-0.2222,-0.08192,0.20452,-0.11318,0.31146,0.24076,0.31418,0.34956,0.1529,-0.0427
0.19698,-0.04142,-0.2222,-0.05214,0.19616,-0.1237,0.3015,0.23028,0.3016,0.33238,0.1376,-0.06126
0.18894,-0.05116,-0.22784,-0.04468,0.19616,-0.13422,0.29152,0.22192,0.28904,0.31864,0.1245,-0.07612
0.17286,-0.0609,-0.22784,-0.0298,0.18782,-0.13948,0.29152,0.21354,0.28006,0.3049,0.11138,-0.09096
0.15678,-0.07552,-0.23346,-0.00746,0.17946,-0.15002,0.28654,0.20516,0.27108,0.29458,0.09828,-0.1021
0.14874,-0.09014,-0.2447,0.00742,0.18782,-0.16054,0.28156,0.20098,0.2639,0.28428,0.08736,-0.11324
0.11658,-0.09502,-0.22784,0.02232,0.15442,-0.15528,0.27658,0.19678,0.25852,0.27568,0.07644,-0.12068
0.1005,-0.09988,-0.2222,0.0372,0.14608,-0.15528,0.27658,0.1905,0.25314,0.26882,0.0677,-0.1318
0.1005,-0.11938,-0.2447,0.0521,0.16276,-0.17634,0.26662,0.18422,0.24596,0.25852,0.0546,-0.15038
0.12462,-0.13886,-0.28408,0.0521,0.20452,-0.20792,0.26162,0.18004,0.23698,0.25164,0.04586,-0.16152
0.1005,-0.1486,-0.27846,0.07444,0.18782,-0.20792,0.26662,0.18214,0.23338,0.24648,0.04366,-0.16522
0.08442,-0.16322,-0.28408,0.08934,0.17946,-0.21844,0.26662,0.18004,0.23158,0.24306,0.04366,-0.16522
0.08442,-0.17296,-0.2897,0.10422,0.17946,-0.22898,0.26662,0.17584,0.2262,0.2379,0.0393,-0.16522
0.07636,-0.18272,-0.29534,0.11168,0.17946,-0.23424,0.26662,0.17376,0.22262,0.23274,0.03712,-0.16894
0.07636,-0.18272,-0.29534,0.11168,0.17946,-0.23424,0.25664,0.16956,0.22082,0.2276,0.03056,-0.17636
0.07636,-0.18758,-0.30096,0.11912,0.18782,-0.2395,0.26162,0.16956,0.21902,0.22588,0.02838,-0.18008
0.06832,-0.19734,-0.30658,0.12658,0.18782,-0.25002,0.25664,0.16748,0.21722,0.22416,0.02402,-0.1838
0.06832,-0.19734,-0.3122,0.12658,0.18782,-0.2553,0.25166,0.16538,0.21364,0.219,0.02182,-0.19122
0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.25664,0.16328,0.21364,0.21728,0.01746,-0.19864
0.06832,-0.19734,-0.3122,0.12658,0.18782,-0.2553,0.25664,0.16328,0.21542,0.219,0.01964,-0.19864
0.06832,-0.19734,-0.3122,0.12658,0.18782,-0.2553,0.25166,0.16328,0.21364,0.21728,0.01746,-0.19864
0.08442,-0.19246,-0.31784,0.11168,0.20452,-0.25002,0.25664,0.16328,0.21364,0.21556,0.01746,-0.19864
0.08442,-0.19246,-0.31784,0.11168,0.20452,-0.25002,0.25664,0.16328,0.21184,0.21556,0.01746,-0.19492
0.06832,-0.19734,-0.3122,0.12658,0.18782,-0.2553,0.26162,0.16538,0.21184,0.21212,0.01746,-0.19864
0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.16538,0.21184,0.21212,0.01528,-0.19864
0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.26662,0.16748,0.21364,0.21212,0.01746,-0.19492
0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.25664,0.16538,0.21184,0.21042,0.0109,-0.20236
0.06028,-0.19734,-0.30658,0.12658,0.17946,-0.25002,0.25166,0.16328,0.21004,0.2087,0.00436,-0.20606
0.06028,-0.19734,-0.30096,0.12658,0.17946,-0.24476,0.26162,0.16748,0.21364,0.21042,0.00872,-0.20236
0.08442,-0.18272,-0.30658,0.10422,0.19616,-0.2395,0.26162,0.16956,0.21364,0.21384,0.00872,-0.20236
0.08442,-0.18758,-0.3122,0.11168,0.20452,-0.24476,0.26162,0.16956,0.21004,0.21212,0.00872,-0.20236
0.05224,-0.2022,-0.30658,0.13402,0.17946,-0.2553,0.26162,0.16956,0.21004,0.21384,0.0109,-0.20236
0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.26162,0.16956,0.21004,0.21212,0.0109,-0.20606
0.07636,-0.20708,-0.32346,0.12658,0.20452,-0.26056,0.26162,0.16956,0.20824,0.2087,0.0109,-0.20606
0.07636,-0.19734,-0.31784,0.12658,0.19616,-0.2553,0.26662,0.17166,0.21004,0.2087,0.01308,-0.20606
0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.17376,0.21004,0.20698,0.00872,-0.20978
0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.17166,0.21004,0.20698,0.00436,-0.2172
0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26662,0.17376,0.21184,0.21042,0.00216,-0.2135
0.004,-0.2217,-0.29534,0.17126,0.14608,-0.2553,0.26162,0.17166,0.21184,0.21042,0.00436,-0.2172
0.01204,-0.2217,-0.30096,0.17126,0.15442,-0.2553,0.25166,0.17166,0.21184,0.21212,0.00436,-0.22092
0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.25166,0.17166,0.21184,0.21556,0.00872,-0.2172
0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.25166,0.17166,0.21364,0.21384,0.0109,-0.2172
0.08442,-0.2022,-0.32908,0.12658,0.21286,-0.26056,0.24668,0.17166,0.21184,0.21384,0.01308,-0.20978
0.07636,-0.2022,-0.31784,0.12658,0.20452,-0.2553,0.25664,0.17376,0.21364,0.21556,0.01528,-0.20606
0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.25664,0.17376,0.21184,0.21212,0.01528,-0.20606
0.06832,-0.19734,-0.3122,0.12658,0.18782,-0.2553,0.26162,0.17584,0.21542,0.21212,0.0109,-0.20236
0.07636,-0.19734,-0.3122,0.12658,0.19616,-0.25002,0.2716,0.17584,0.21722,0.21384,0.0109,-0.19864
0.08442,-0.19246,-0.3122,0.11912,0.19616,-0.25002,0.26662,0.17794,0.21902,0.21384,0.00872,-0.20236
0.07636,-0.19734,-0.31784,0.12658,0.19616,-0.2553,0.26662,0.17794,0.21902,0.21384,0.00654,-0.20606
0.05224,-0.2022,-0.30658,0.13402,0.17946,-0.2553,0.26662,0.17794,0.21902,0.21728,0.00654,-0.20606
0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26662,0.17584,0.21722,0.21728,0.00216,-0.20978
0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.17794,0.21722,0.21728,0.00654,-0.20606
0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.26662,0.18004,0.21722,0.21728,0.00872,-0.20236
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26662,0.17794,0.21542,0.21384,0.00872,-0.20236
0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.26662,0.17584,0.21364,0.21212,0.00654,-0.20978
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26662,0.17794,0.21364,0.21042,0.00654,-0.20978
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.26662,0.18004,0.21542,0.21212,0.00654,-0.20978
-0.01206,-0.24606,-0.3122,0.20104,0.14608,-0.27634,0.26662,0.17794,0.21722,0.21384,0.00216,-0.2135
-0.0201,-0.24118,-0.30096,0.20104,0.13772,-0.26582,0.26662,0.17794,0.21722,0.21556,0.0,-0.2135
0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26662,0.18214,0.22082,0.219,0.00654,-0.20606
0.08442,-0.19246,-0.31784,0.11168,0.20452,-0.25002,0.28156,0.18422,0.22262,0.22244,0.01308,-0.19864
0.08442,-0.19734,-0.31784,0.11912,0.20452,-0.2553,0.27658,0.18214,0.22262,0.22244,0.01308,-0.19864
0.08442,-0.2022,-0.32346,0.12658,0.20452,-0.26056,0.2716,0.18214,0.22082,0.219,0.01308,-0.19122
0.08442,-0.20708,-0.32908,0.12658,0.20452,-0.26582,0.26662,0.18214,0.22082,0.21556,0.01308,-0.19492
0.08442,-0.20708,-0.3347,0.12658,0.21286,-0.26582,0.26662,0.18214,0.21902,0.21384,0.01308,-0.19864
0.07636,-0.21194,-0.32908,0.13402,0.20452,-0.26582,0.26662,0.18214,0.22262,0.21556,0.01308,-0.19492
0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.2716,0.18422,0.22262,0.219,0.01308,-0.19122
0.06028,-0.2022,-0.3122,0.13402,0.18782,-0.2553,0.26662,0.18422,0.22262,0.22072,0.01308,-0.19492
0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.18214,0.22262,0.219,0.00872,-0.20606
0.08442,-0.21682,-0.34034,0.13402,0.21286,-0.27634,0.26662,0.18214,0.22082,0.22072,0.00654,-0.20606
0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.26662,0.18214,0.22082,0.22244,0.00654,-0.20606
0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26662,0.18214,0.21902,0.219,0.00654,-0.20978
0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.26662,0.17794,0.21542,0.21728,0.00872,-0.20606
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.26662,0.18004,0.21722,0.21728,0.00872,-0.20606
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.18214,0.21722,0.21556,0.00872,-0.20606
0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.2716,0.18214,0.21902,0.21556,0.00872,-0.20236
0.07636,-0.20708,-0.32346,0.12658,0.20452,-0.26056,0.2716,0.18214,0.21902,0.21556,0.00872,-0.20236
0.07636,-0.20708,-0.32346,0.12658,0.20452,-0.26056,0.2716,0.18214,0.21902,0.21728,0.00872,-0.20236
0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.18214,0.21902,0.21556,0.00654,-0.20606
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26662,0.18214,0.21722,0.21728,0.00654,-0.20606
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26662,0.18214,0.21722,0.21728,0.00436,-0.20978
0.05224,-0.22656,-0.32908,0.15636,0.19616,-0.27634,0.26662,0.18004,0.21364,0.21728,0.00436,-0.20978
0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.26162,0.17794,0.21184,0.21556,0.00436,-0.20978
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.26162,0.17794,0.21184,0.21384,0.00216,-0.20978
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26662,0.17794,0.21364,0.21212,0.00216,-0.20978
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26662,0.17794,0.21364,0.21212,0.0,-0.2135
0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26662,0.18004,0.21364,0.21212,-0.00218,-0.2135
0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.26162,0.17794,0.21004,0.21212,-0.00656,-0.2172
0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25664,0.17794,0.21184,0.21212,-0.00656,-0.2135
0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.26162,0.18004,0.21184,0.21556,-0.00436,-0.2135
0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.26162,0.17794,0.21004,0.21556,-0.00436,-0.2172
0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.26162,0.18004,0.21004,0.21384,-0.00218,-0.2135
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.18004,0.21004,0.21384,0.00436,-0.20978
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.26662,0.18004,0.21004,0.21212,0.00436,-0.20606
0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.26162,0.18004,0.20824,0.2087,0.00216,-0.20978
0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.25166,0.17376,0.20466,0.20526,-0.00656,-0.2172
0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.25166,0.17376,0.20466,0.20354,-0.00874,-0.2172
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.17794,0.20824,0.2087,-0.00436,-0.20978
0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26662,0.17584,0.20824,0.21042,-0.00436,-0.2135
0.06832,-0.2217,-0.3347,0.14146,0.20452,-0.27634,0.25664,0.17584,0.20646,0.2087,-0.00436,-0.2172
0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.24668,0.17166,0.20286,0.20698,-0.00656,-0.22092
0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.25166,0.17376,0.20466,0.20698,-0.00436,-0.2135
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.25166,0.17376,0.20286,0.20526,-0.00218,-0.2135
0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.25166,0.17166,0.20106,0.20354,-0.00218,-0.2172
0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.25166,0.17376,0.20106,0.20354,0.0,-0.2135
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.25166,0.17376,0.20106,0.20182,-0.00218,-0.2172
0.06832,-0.23144,-0.34596,0.14892,0.21286,-0.28688,0.25166,0.17166,0.19926,0.20182,-0.00656,-0.2172
0.08442,-0.23144,-0.3572,0.14146,0.22956,-0.29214,0.25166,0.17166,0.19926,0.20182,-0.00874,-0.22092
0.06832,-0.22656,-0.34034,0.14892,0.20452,-0.2816,0.25166,0.17166,0.20106,0.20354,-0.00656,-0.2172
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.25166,0.17166,0.20106,0.20526,-0.00436,-0.2135
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.25664,0.17166,0.19926,0.20526,-0.00436,-0.2172
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.25664,0.17166,0.20106,0.20526,-0.00218,-0.2135
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.25664,0.17166,0.19926,0.20526,-0.00218,-0.20606
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.25664,0.16956,0.19926,0.20182,-0.00218,-0.20606
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.25664,0.16956,0.19748,0.19838,-0.00436,-0.2135
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.25664,0.16956,0.19568,0.19666,-0.00436,-0.2135
0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25166,0.16956,0.19748,0.19666,-0.00656,-0.2135
0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.24668,0.16748,0.19568,0.19666,-0.00874,-0.2172
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.2417,0.16748,0.19568,0.19666,-0.00874,-0.2172
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2367,0.16748,0.19568,0.19666,-0.01092,-0.22092
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2417,0.16538,0.19748,0.19838,-0.01092,-0.22092
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2417,0.16538,0.19568,0.19838,-0.00656,-0.2172
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.2417,0.16748,0.19926,0.19838,-0.00218,-0.2135
0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.2417,0.16748,0.19926,0.19838,-0.00218,-0.20606
0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.2417,0.16748,0.19748,0.19666,-0.00218,-0.20978
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.2367,0.16748,0.19748,0.19496,-0.00656,-0.2135
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.24668,0.16956,0.19748,0.19666,-0.00436,-0.20978
0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.24668,0.17166,0.19926,0.19838,-0.00436,-0.20606
0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.24668,0.16956,0.19926,0.19838,-0.00436,-0.20978
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.24668,0.16748,0.19568,0.19838,-0.00656,-0.2135
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.16748,0.19568,0.19838,-0.00656,-0.2135
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.16538,0.19388,0.19838,-0.00656,-0.2135
0.0442,-0.24606,-0.34596,0.17126,0.20452,-0.29214,0.24668,0.16538,0.19388,0.19496,-0.00656,-0.2172
0.0442,-0.24606,-0.34596,0.17126,0.20452,-0.29214,0.25166,0.16538,0.19388,0.19324,-0.00874,-0.2172
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.24668,0.16538,0.19208,0.19324,-0.00874,-0.2172
0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.24668,0.16538,0.19388,0.19324,-0.01092,-0.2172
0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.25664,0.16748,0.19568,0.19496,-0.01092,-0.2172
0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.25166,0.16748,0.19568,0.19496,-0.00874,-0.2172
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.24668,0.16538,0.19388,0.19496,-0.01092,-0.22464
0.06832,-0.22656,-0.34034,0.14892,0.20452,-0.2816,0.24668,0.16538,0.19388,0.19496,-0.0131,-0.22834
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.2417,0.16328,0.19208,0.19496,-0.01528,-0.22834
0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2417,0.1612,0.1903,0.19496,-0.0131,-0.22464
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.2417,0.16538,0.19208,0.19324,-0.01092,-0.22092
0.07636,-0.20708,-0.32346,0.12658,0.20452,-0.26056,0.2417,0.16538,0.19208,0.19324,-0.01092,-0.2172
0.06832,-0.21682,-0.32908,0.14146,0.20452,-0.27108,0.2367,0.16328,0.1903,0.19324,-0.0131,-0.22092
0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.2367,0.16328,0.1903,0.19152,-0.0131,-0.22092
0.06028,-0.21682,-0.32346,0.14146,0.19616,-0.26582,0.2367,0.16538,0.19208,0.19324,-0.01092,-0.2172
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.2417,0.16538,0.19388,0.19496,-0.0131,-0.22092
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.24668,0.16328,0.19388,0.19496,-0.01528,-0.22092
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.24668,0.1612,0.19208,0.19324,-0.01748,-0.22464
0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.1591,0.1903,0.19324,-0.01748,-0.22834
0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.1591,0.1885,0.19152,-0.01748,-0.22464
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.24668,0.1612,0.1903,0.19324,-0.01528,-0.2172
0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.24668,0.16328,0.19208,0.19324,-0.0131,-0.2135
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.2367,0.1612,0.1903,0.19324,-0.0131,-0.2135
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.23172,0.1612,0.1885,0.1898,-0.01528,-0.2172
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.23172,0.16328,0.19208,0.19152,-0.01528,-0.2172
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.23172,0.16328,0.19208,0.19324,-0.01528,-0.2172
0.06832,-0.21682,-0.32908,0.14146,0.20452,-0.27108,0.2367,0.16328,0.19388,0.19496,-0.01092,-0.2135
0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.2417,0.16328,0.19568,0.19666,-0.01092,-0.2135
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.2417,0.1612,0.19388,0.19666,-0.01092,-0.2172
0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.2367,0.1591,0.19208,0.19496,-0.00874,-0.2172
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2417,0.1612,0.19208,0.19496,-0.00874,-0.2135
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.24668,0.1591,0.1903,0.19324,-0.01092,-0.2135
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.24668,0.157,0.1885,0.1898,-0.01092,-0.2135
0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.24668,0.1591,0.1885,0.1898,-0.01092,-0.2172
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.2417,0.1591,0.1903,0.1898,-0.0131,-0.2135
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.2417,0.1612,0.19208,0.19152,-0.01528,-0.2135
0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.2417,0.1591,0.1903,0.1898,-0.01748,-0.2172
0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.2367,0.157,0.1885,0.19152,-0.01748,-0.22092
0.06028,-0.23144,-0.34034,0.15636,0.20452,-0.2816,0.2367,0.157,0.1885,0.19152,-0.01748,-0.22092
0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.2417,0.1591,0.1903,0.19152,-0.01528,-0.2172
0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.24668,0.1591,0.1903,0.19324,-0.0131,-0.2135
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.2417,0.1591,0.1903,0.19324,-0.0131,-0.2135
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.24668,0.1591,0.1903,0.1898,-0.0131,-0.2135
0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.2417,0.1591,0.1903,0.1898,-0.01528,-0.2135
0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.24668,0.1612,0.19208,0.19152,-0.01528,-0.2135
0.06832,-0.22656,-0.34034,0.14892,0.20452,-0.2816,0.2417,0.1612,0.19208,0.19152,-0.01748,-0.2172
0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.2367,0.1591,0.1903,0.1898,-0.01966,-0.22464
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.23172,0.157,0.1903,0.19152,-0.01966,-0.22464
0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.23172,0.1591,0.1903,0.19152,-0.01748,-0.22464
0.06028,-0.22656,-0.3347,0.14892,0.20452,-0.27634,0.2367,0.1591,0.19208,0.19324,-0.01528,-0.2172
0.0442,-0.24606,-0.34596,0.17126,0.20452,-0.29214,0.23172,0.157,0.1885,0.1898,-0.01748,-0.22092
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.23172,0.1591,0.1867,0.1898,-0.0131,-0.2172
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2367,0.1591,0.1885,0.1898,-0.0131,-0.2135
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2367,0.1612,0.1903,0.1898,-0.0131,-0.2135
0.05224,-0.23144,-0.3347,0.15636,0.20452,-0.2816,0.2417,0.1612,0.1903,0.19152,-0.01092,-0.20978
0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.2367,0.1591,0.1903,0.1898,-0.01528,-0.2172
0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.2417,0.1591,0.19208,0.19152,-0.0131,-0.2172
0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.2367,0.1591,0.1903,0.1898,-0.01528,-0.2172
0.05224,-0.2363,-0.34034,0.1638,0.20452,-0.28688,0.2367,0.157,0.1903,0.1898,-0.01528,-0.22092
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2417,0.1591,0.1903,0.1898,-0.01092,-0.2172
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.15492,0.1867,0.1898,-0.0131,-0.22464
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.157,0.1867,0.18808,-0.0131,-0.22092
0.05224,-0.2363,-0.34034,0.1638,0.20452,-0.28688,0.2417,0.1591,0.1849,0.18636,-0.0131,-0.22092
0.0442,-0.24118,-0.34034,0.17126,0.20452,-0.28688,0.2367,0.157,0.1849,0.18636,-0.01528,-0.22464
0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.2367,0.1591,0.1867,0.18636,-0.01528,-0.22092
0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.2367,0.1591,0.1867,0.18808,-0.01528,-0.22464
0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.2417,0.16328,0.1903,0.19152,-0.0131,-0.2172
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.1612,0.1903,0.1898,-0.0131,-0.22092
0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.23172,0.157,0.1867,0.18808,-0.01748,-0.22834
