Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
4.922,0.51862,-0.07552,-0.48658,-0.17874,0.54678,-0.26582,0.54568,0.63646,0.64992,0.54194,0.29706,0.06866
4.924,0.55078,-0.05116,-0.48096,-0.20852,0.56348,-0.2553,0.55566,0.63856,0.65172,0.54882,0.30362,0.08352
4.926,0.55078,-0.04142,-0.4697,-0.21596,0.55514,-0.24476,0.55068,0.63646,0.64992,0.55226,0.30798,0.09094
4.928,0.5347,-0.04628,-0.46408,-0.20108,0.53844,-0.24476,0.54568,0.62808,0.64454,0.55054,0.31236,0.09838
4.93,0.55882,-0.0268,-0.45846,-0.23086,0.54678,-0.22898,0.53572,0.61972,0.63736,0.55054,0.31454,0.10952
4.932,0.58294,-0.00244,-0.4472,-0.26064,0.55514,-0.21318,0.53074,0.60924,0.62838,0.54882,0.3211,0.11694
4.934,0.58294,-0.00244,-0.44158,-0.26064,0.54678,-0.20792,0.52576,0.59878,0.6194,0.54538,0.32546,0.12436
4.936,0.58294,0.01216,-0.4247,-0.27554,0.53844,-0.19212,0.52078,0.58622,0.60862,0.54194,0.32984,0.13178
4.938,0.58294,0.0219,-0.41346,-0.28298,0.53844,-0.1816,0.5108,0.57366,0.59786,0.53508,0.33202,0.1355
4.94,0.56686,0.02678,-0.39658,-0.27554,0.5134,-0.17108,0.49586,0.5548,0.58528,0.52992,0.32984,0.1355
4.942,0.55882,0.0414,-0.37408,-0.28298,0.4967,-0.15002,0.48588,0.53806,0.57092,0.52304,0.32764,0.13922
4.944,0.55078,0.04626,-0.36284,-0.28298,0.48,-0.14476,0.47094,0.51922,0.55476,0.51618,0.32546,0.13922
4.946,0.55078,0.05602,-0.35158,-0.29044,0.47166,-0.13422,0.46096,0.49618,0.5368,0.50758,0.3189,0.14292
4.948,0.52666,0.05602,-0.3347,-0.28298,0.4466,-0.1237,0.44104,0.47524,0.51706,0.499,0.31672,0.13922
4.95,0.4945,0.05114,-0.31784,-0.26064,0.42156,-0.11844,0.4211,0.45012,0.4991,0.4887,0.30798,0.13178
4.952,0.47038,0.04626,-0.3122,-0.24576,0.39652,-0.11844,0.40116,0.42918,0.47756,0.47496,0.29924,0.12436
4.954,0.47038,0.05602,-0.30096,-0.2532,0.38816,-0.1079,0.38622,0.40824,0.4578,0.46292,0.2927,0.11694
4.956,0.44624,0.06576,-0.27284,-0.2532,0.35478,-0.08686,0.37624,0.3894,0.44166,0.45262,0.28396,0.11694
4.958,0.41408,0.05602,-0.26158,-0.23086,0.32974,-0.08686,0.3613,0.37056,0.4255,0.43716,0.27086,0.10208
4.96,0.37388,0.04626,-0.23908,-0.20108,0.288,-0.08158,0.34634,0.35172,0.40754,0.42514,0.25556,0.08724
4.962,0.34172,0.03166,-0.23346,-0.17874,0.2713,-0.08686,0.33638,0.33288,0.39318,0.4114,0.24026,0.06496
4.964,0.34172,0.02678,-0.23908,-0.17874,0.2713,-0.09212,0.32642,0.32032,0.37702,0.39936,0.22498,0.0501
4.966,0.34172,0.0219,-0.2447,-0.17128,0.27964,-0.09738,0.31644,0.30148,0.36266,0.3839,0.2075,0.02782
4.968,0.32564,0.00728,-0.25034,-0.1564,0.2713,-0.1079,0.3015,0.28682,0.3465,0.37016,0.19658,0.00926
4.97,0.2774,-0.00244,-0.23346,-0.11916,0.2379,-0.1079,0.29152,0.27006,0.33214,0.35986,0.1791,-0.00928
4.972,0.24522,-0.01706,-0.22784,-0.09682,0.21286,-0.11318,0.28156,0.2596,0.31956,0.34612,0.166,-0.02414
4.974,0.22914,-0.0268,-0.22784,-0.08192,0.20452,-0.11844,0.2716,0.24704,0.3052,0.33238,0.1507,-0.03528
4.976,0.21306,-0.04628,-0.23908,-0.05958,0.20452,-0.13422,0.26662,0.23448,0.29442,0.31864,0.13542,-0.05012
4.978,0.18894,-0.06578,-0.2447,-0.0298,0.20452,-0.15002,0.26662,0.2282,0.28544,0.3066,0.1245,-0.06498
4.98,0.1809,-0.07552,-0.25034,-0.02234,0.20452,-0.15528,0.26662,0.21772,0.27468,0.2963,0.11138,-0.08354
4.982,0.1407,-0.09988,-0.25034,0.01486,0.18782,-0.17108,0.26662,0.20726,0.2657,0.28428,0.0961,-0.0984
4.984,0.12462,-0.10962,-0.25034,0.02976,0.17946,-0.17634,0.26662,0.20516,0.25852,0.2774,0.08518,-0.11696
4.986,0.16482,-0.09502,-0.26158,0.0,0.20452,-0.17108,0.26162,0.19888,0.25314,0.27226,0.07644,-0.12438
4.988,0.16482,-0.1145,-0.28408,0.01486,0.21286,-0.19212,0.26162,0.1926,0.24596,0.26366,0.06552,-0.13552
4.99,0.11658,-0.13886,-0.27846,0.05954,0.19616,-0.20266,0.26162,0.18842,0.23876,0.25852,0.05678,-0.14666
4.992,0.06028,-0.1681,-0.2672,0.11168,0.15442,-0.21318,0.25664,0.18214,0.23338,0.25164,0.0524,-0.15408
4.994,0.06028,-0.1681,-0.2672,0.11168,0.15442,-0.21318,0.25166,0.18214,0.228,0.24476,0.04804,-0.1578
4.996,0.08442,-0.15348,-0.27284,0.08188,0.17112,-0.20792,0.25664,0.18004,0.22262,0.24134,0.04366,-0.16152
4.998,0.08442,-0.16322,-0.28408,0.08934,0.17946,-0.21844,0.25664,0.17794,0.22262,0.23446,0.03712,-0.16894
5.0,0.08442,-0.16322,-0.28408,0.08934,0.17946,-0.21844,0.25166,0.17376,0.21902,0.2276,0.02838,-0.17266
5.002,0.06832,-0.17784,-0.28408,0.11168,0.17112,-0.22898,0.24668,0.16956,0.21542,0.22588,0.02402,-0.1838
5.004,0.06028,-0.18758,-0.2897,0.12658,0.17112,-0.23424,0.24668,0.16956,0.21542,0.22416,0.01964,-0.1838
5.006,0.06832,-0.18758,-0.29534,0.11912,0.17946,-0.2395,0.24668,0.16748,0.21364,0.22244,0.01746,-0.1875
5.008,0.05224,-0.19734,-0.29534,0.12658,0.17112,-0.24476,0.2417,0.16538,0.21184,0.22072,0.01528,-0.1875
5.01,0.0442,-0.19734,-0.29534,0.13402,0.16276,-0.24476,0.24668,0.16538,0.21004,0.219,0.01308,-0.19122
5.012,0.05224,-0.19734,-0.30096,0.13402,0.17112,-0.25002,0.25166,0.16328,0.20646,0.21728,0.01528,-0.19492
5.014,0.06028,-0.19734,-0.30658,0.12658,0.17946,-0.25002,0.25664,0.16538,0.20646,0.21728,0.01528,-0.19122
5.016,0.06028,-0.19734,-0.30658,0.12658,0.17946,-0.25002,0.25166,0.1612,0.20466,0.21384,0.01308,-0.19122
5.018,0.0442,-0.20708,-0.30658,0.14146,0.17112,-0.2553,0.24668,0.1591,0.20286,0.2087,0.00872,-0.19864
5.02,0.02812,-0.21194,-0.30096,0.15636,0.16276,-0.2553,0.25664,0.157,0.20106,0.20698,0.00436,-0.20236
5.022,0.03616,-0.21194,-0.30658,0.14892,0.17112,-0.2553,0.25664,0.1591,0.19926,0.20526,0.00216,-0.20236
5.024,0.06832,-0.2022,-0.31784,0.12658,0.19616,-0.2553,0.25166,0.1612,0.20286,0.20698,0.0,-0.20978
5.026,0.08442,-0.19734,-0.31784,0.11912,0.20452,-0.2553,0.25664,0.16328,0.20466,0.2087,0.00436,-0.20236
5.028,0.05224,-0.2022,-0.30658,0.13402,0.17946,-0.2553,0.26162,0.16538,0.20466,0.2087,0.00216,-0.20236
5.03,0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26162,0.16328,0.20286,0.20698,0.00216,-0.20606
5.032,0.02008,-0.21682,-0.30096,0.1638,0.15442,-0.2553,0.26162,0.16328,0.20286,0.20698,0.00216,-0.20606
5.034,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.26162,0.16328,0.20286,0.20698,0.00436,-0.20606
5.036,0.0442,-0.21194,-0.3122,0.14892,0.17946,-0.2553,0.26162,0.16328,0.20106,0.20526,0.00436,-0.20236
5.038,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.16328,0.20106,0.20182,0.00216,-0.20236
5.04,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26162,0.16328,0.20286,0.20354,0.00216,-0.20236
5.042,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26162,0.16328,0.20286,0.20354,0.0,-0.20606
5.044,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26162,0.16538,0.20286,0.20354,0.0,-0.20978
5.046,0.01204,-0.22656,-0.30658,0.17126,0.15442,-0.26056,0.25664,0.16538,0.20286,0.20354,-0.00218,-0.20978
5.048,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.25166,0.16538,0.20286,0.20526,-0.00218,-0.2135
5.05,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.26162,0.16748,0.20286,0.20698,0.0,-0.20978
5.052,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.26162,0.16748,0.20286,0.2087,0.0,-0.20978
5.054,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.25664,0.16538,0.20106,0.20698,0.0,-0.20978
5.056,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.25664,0.16538,0.20106,0.20526,0.00216,-0.2135
5.058,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.16748,0.20466,0.20698,0.00436,-0.20978
5.06,0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26662,0.16748,0.20646,0.20698,0.00436,-0.20606
5.062,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26662,0.16748,0.20466,0.20526,0.0,-0.20978
5.064,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.26162,0.16538,0.20466,0.20526,-0.00218,-0.2172
5.066,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.26662,0.16538,0.20646,0.20698,0.0,-0.2172
5.068,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.16956,0.20824,0.2087,0.00216,-0.20978
5.07,0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26662,0.16748,0.20646,0.2087,0.0,-0.2135
5.072,-0.00402,-0.2363,-0.30658,0.18614,0.14608,-0.26582,0.26662,0.16748,0.20646,0.2087,0.00216,-0.2135
5.074,0.03616,-0.21682,-0.3122,0.15636,0.17112,-0.26056,0.26662,0.17166,0.20824,0.21212,0.00654,-0.20978
5.076,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.17166,0.20824,0.21212,0.00872,-0.20606
5.078,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26662,0.17166,0.20646,0.2087,0.00436,-0.20978
5.08,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26662,0.17166,0.20646,0.2087,0.00436,-0.20978
5.082,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.17376,0.20824,0.21042,0.00436,-0.20606
5.084,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.17376,0.21004,0.21042,0.00216,-0.20978
5.086,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.17376,0.21004,0.21212,0.00436,-0.20978
5.088,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26662,0.17166,0.20824,0.21212,0.00216,-0.2135
5.09,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26662,0.16956,0.20824,0.21212,0.0,-0.2135
5.092,0.02008,-0.22656,-0.3122,0.17126,0.16276,-0.26582,0.26662,0.16956,0.20824,0.21212,0.0,-0.2135
5.094,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.25664,0.16538,0.20466,0.2087,0.0,-0.2172
5.096,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.26162,0.16538,0.20466,0.2087,0.0,-0.2135
5.098,0.05224,-0.22656,-0.32908,0.15636,0.19616,-0.27634,0.26162,0.16538,0.20466,0.20698,0.0,-0.2172
5.1,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.25664,0.16538,0.20646,0.20698,-0.00436,-0.2172
5.102,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.25664,0.16328,0.20466,0.20698,-0.00656,-0.22092
5.104,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25166,0.16328,0.20466,0.2087,-0.00656,-0.22464
5.106,0.07636,-0.2022,-0.31784,0.12658,0.20452,-0.2553,0.26162,0.16748,0.21004,0.21384,-0.00218,-0.2172
5.108,0.06028,-0.21194,-0.31784,0.14146,0.19616,-0.26056,0.26162,0.16748,0.20824,0.21384,-0.00218,-0.2172
5.11,0.0442,-0.21682,-0.31784,0.14892,0.17946,-0.26056,0.26162,0.16748,0.20646,0.21384,-0.00436,-0.2172
5.112,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.26162,0.16748,0.20646,0.21212,-0.00436,-0.2172
5.114,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26162,0.16538,0.20646,0.21042,-0.00218,-0.2172
5.116,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25664,0.16328,0.20466,0.20698,-0.00436,-0.2172
5.118,0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.25166,0.16538,0.20286,0.2087,-0.00436,-0.2135
5.12,0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26662,0.16748,0.20646,0.21042,-0.00218,-0.20978
5.122,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26162,0.16538,0.20646,0.2087,-0.00656,-0.20978
5.124,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.25664,0.16538,0.20466,0.2087,-0.00874,-0.2135
5.126,0.05224,-0.21194,-0.31784,0.14146,0.18782,-0.26056,0.25664,0.16328,0.20466,0.21042,-0.00874,-0.2172
5.128,0.06832,-0.20708,-0.31784,0.13402,0.19616,-0.26056,0.26162,0.16538,0.20466,0.21042,-0.00656,-0.2172
5.13,0.06028,-0.20708,-0.31784,0.13402,0.18782,-0.2553,0.26662,0.16538,0.20646,0.21212,-0.00218,-0.20978
5.132,0.02812,-0.21682,-0.30658,0.15636,0.16276,-0.2553,0.26662,0.16328,0.20286,0.21042,-0.00436,-0.2135
5.134,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.26162,0.1612,0.20106,0.2087,-0.00436,-0.2135
5.136,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.26662,0.1612,0.20106,0.20698,-0.00436,-0.2135
5.138,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26162,0.1591,0.19748,0.20526,-0.00656,-0.2135
5.14,0.03616,-0.23144,-0.32346,0.1638,0.18782,-0.27634,0.26662,0.1591,0.19926,0.20354,-0.00656,-0.2135
5.142,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.26162,0.1591,0.19926,0.20354,-0.00874,-0.2172
5.144,0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.26162,0.1591,0.19926,0.20354,-0.01092,-0.22092
5.146,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.26162,0.1612,0.20106,0.20354,-0.00874,-0.2172
5.148,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.26162,0.1591,0.19926,0.20354,-0.00874,-0.2172
5.15,0.0442,-0.2217,-0.31784,0.15636,0.18782,-0.26582,0.25664,0.1591,0.19926,0.20354,-0.00874,-0.2172
5.152,0.05224,-0.2217,-0.32346,0.14892,0.19616,-0.27108,0.25166,0.1591,0.19748,0.20354,-0.00874,-0.22092
5.154,0.0442,-0.23144,-0.32908,0.1638,0.19616,-0.27634,0.24668,0.15492,0.19568,0.2001,-0.0131,-0.22092
5.156,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.24668,0.15492,0.19388,0.19666,-0.01528,-0.22092
5.158,0.02008,-0.23144,-0.31784,0.17126,0.17112,-0.27108,0.25166,0.1591,0.19388,0.19838,-0.01748,-0.2172
5.16,0.02812,-0.2217,-0.3122,0.1638,0.17112,-0.26056,0.25664,0.1591,0.19568,0.19838,-0.01528,-0.2135
5.162,0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.25166,0.157,0.19568,0.19666,-0.01748,-0.2172
5.164,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.24668,0.15492,0.19388,0.19496,-0.01966,-0.22464
5.166,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.25166,0.15492,0.19388,0.19666,-0.01966,-0.22464
5.168,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.25166,0.15282,0.19388,0.19838,-0.01748,-0.22464
5.17,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.25166,0.15282,0.19208,0.19838,-0.01528,-0.22464
5.172,0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.24668,0.15072,0.1885,0.19496,-0.01748,-0.22834
5.174,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2417,0.14864,0.1867,0.19324,-0.01748,-0.22834
5.176,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.24668,0.14864,0.1867,0.19324,-0.01748,-0.22092
5.178,0.0442,-0.22656,-0.32346,0.15636,0.18782,-0.27108,0.24668,0.15072,0.1903,0.19324,-0.01748,-0.22092
5.18,0.06028,-0.2217,-0.32908,0.14892,0.20452,-0.27108,0.24668,0.15072,0.1903,0.19152,-0.01748,-0.22092
5.182,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.2417,0.15072,0.1885,0.1898,-0.01966,-0.22464
5.184,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.24668,0.14864,0.1885,0.19152,-0.01966,-0.22464
5.186,0.02008,-0.24118,-0.32346,0.1787,0.17946,-0.2816,0.24668,0.15072,0.1903,0.19324,-0.01748,-0.22464
5.188,0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2417,0.15072,0.1885,0.19324,-0.01748,-0.22464
5.19,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2367,0.14654,0.1849,0.19152,-0.01966,-0.22834
5.192,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.23172,0.14444,0.18312,0.18808,-0.01966,-0.23206
5.194,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.14444,0.1849,0.19152,-0.01966,-0.22464
5.196,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14444,0.1849,0.18808,-0.01966,-0.22464
5.198,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2417,0.14234,0.1849,0.18636,-0.02184,-0.22464
5.2,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2417,0.14444,0.1849,0.18636,-0.01966,-0.22464
5.202,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2367,0.14444,0.1849,0.18636,-0.01966,-0.22464
5.204,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2367,0.14026,0.1849,0.18808,-0.02184,-0.22834
5.206,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.23172,0.13816,0.1849,0.18636,-0.02184,-0.23206
5.208,0.004,-0.24606,-0.31784,0.1936,0.16276,-0.2816,0.2417,0.14026,0.18312,0.18808,-0.02184,-0.23206
5.21,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.2417,0.13816,0.18312,0.18808,-0.02184,-0.23206
5.212,-0.0201,-0.26068,-0.31784,0.21594,0.15442,-0.28688,0.2367,0.13816,0.18132,0.18636,-0.02184,-0.23206
5.214,-0.02814,-0.26068,-0.31784,0.21594,0.14608,-0.28688,0.23172,0.13606,0.17772,0.18464,-0.02184,-0.23578
5.216,-0.01206,-0.24606,-0.3122,0.20104,0.14608,-0.27634,0.2367,0.13816,0.17952,0.18464,-0.02184,-0.23206
5.218,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.13606,0.17772,0.18464,-0.02402,-0.23206
5.22,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.13816,0.17772,0.18292,-0.02402,-0.23206
5.222,-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.13816,0.18132,0.18464,-0.02402,-0.23206
5.224,-0.0201,-0.2558,-0.31784,0.20848,0.14608,-0.2816,0.2367,0.13816,0.18132,0.18464,-0.02622,-0.23578
5.226,-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.2367,0.13816,0.18132,0.18464,-0.02402,-0.23578
5.228,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.13816,0.18132,0.18808,-0.02184,-0.23206
5.23,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.2367,0.13816,0.18132,0.18808,-0.02184,-0.23206
5.232,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.23172,0.13606,0.17772,0.18636,-0.02184,-0.23578
5.234,0.02812,-0.25092,-0.34034,0.18614,0.19616,-0.29214,0.22176,0.13188,0.17414,0.18464,-0.02622,-0.2432
5.236,0.02812,-0.24606,-0.3347,0.1787,0.18782,-0.28688,0.23172,0.13606,0.17592,0.18464,-0.02402,-0.23578
5.238,-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.24668,0.14026,0.17952,0.18636,-0.01966,-0.23206
5.24,-0.02814,-0.25092,-0.30658,0.20848,0.13772,-0.27634,0.24668,0.14026,0.18132,0.18464,-0.01966,-0.23206
5.242,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2417,0.14026,0.18132,0.18464,-0.02402,-0.23206
5.244,-0.03618,-0.27528,-0.32346,0.23082,0.14608,-0.2974,0.2367,0.13816,0.17952,0.18464,-0.0284,-0.2432
5.246,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2367,0.13816,0.18132,0.18808,-0.02402,-0.23948
5.248,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.2417,0.14026,0.18132,0.18808,-0.01966,-0.23206
5.25,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2417,0.13816,0.18132,0.18808,-0.02184,-0.23206
5.252,0.02008,-0.25092,-0.3347,0.18614,0.18782,-0.29214,0.2367,0.13816,0.17952,0.18636,-0.01966,-0.23578
5.254,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.23172,0.13816,0.17952,0.18636,-0.01966,-0.23578
5.256,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14026,0.18132,0.18636,-0.01966,-0.23206
5.258,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14026,0.17952,0.18464,-0.02184,-0.23578
5.26,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2367,0.13816,0.17952,0.18292,-0.02402,-0.23578
5.262,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.23172,0.14026,0.18132,0.18292,-0.02622,-0.23578
5.264,-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.23172,0.13816,0.17952,0.18464,-0.02622,-0.23948
5.266,-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.22674,0.13816,0.17952,0.18292,-0.0284,-0.23948
5.268,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.13606,0.17952,0.18464,-0.02622,-0.23578
5.27,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.13816,0.17952,0.18464,-0.0284,-0.23578
5.272,-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.23172,0.13606,0.17772,0.18464,-0.02622,-0.23948
5.274,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18636,-0.02402,-0.23578
5.276,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18636,-0.02402,-0.23206
5.278,0.02008,-0.24606,-0.32908,0.18614,0.17946,-0.28688,0.2367,0.14026,0.17952,0.18464,-0.02184,-0.22834
5.28,-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.2417,0.14234,0.17952,0.18464,-0.02184,-0.22834
5.282,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.2367,0.14234,0.17952,0.18464,-0.02402,-0.22834
5.284,-0.00402,-0.25092,-0.31784,0.20104,0.16276,-0.2816,0.2367,0.14026,0.18132,0.18464,-0.02622,-0.23578
5.286,-0.03618,-0.27042,-0.31784,0.23082,0.14608,-0.29214,0.2417,0.14234,0.18312,0.18636,-0.02402,-0.23206
5.288,-0.01206,-0.27528,-0.34034,0.22338,0.17112,-0.30792,0.23172,0.13816,0.17952,0.18464,-0.02622,-0.23206
5.29,0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.23172,0.13816,0.17952,0.18636,-0.02402,-0.23578
5.292,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.2417,0.14026,0.18132,0.18808,-0.01966,-0.23206
5.294,0.004,-0.2558,-0.32908,0.20104,0.17112,-0.29214,0.2417,0.14026,0.18132,0.18808,-0.01748,-0.23206
5.296,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.14026,0.18132,0.18636,-0.01966,-0.23206
5.298,-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.23172,0.14026,0.17952,0.18464,-0.02184,-0.23578
5.3,-0.00402,-0.27042,-0.34034,0.21594,0.17946,-0.30266,0.22674,0.14026,0.17772,0.18292,-0.02402,-0.23948
5.302,0.004,-0.26554,-0.34034,0.20848,0.17946,-0.30266,0.2367,0.14234,0.17952,0.18292,-0.02402,-0.23578
5.304,-0.0201,-0.27042,-0.32908,0.22338,0.16276,-0.2974,0.23172,0.14234,0.17952,0.18464,-0.02402,-0.23578
5.306,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2417,0.14444,0.18132,0.18636,-0.02184,-0.22834
5.308,-0.01206,-0.26554,-0.32908,0.21594,0.16276,-0.2974,0.2367,0.14234,0.18132,0.18636,-0.02184,-0.23206
5.31,-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.23172,0.14234,0.17952,0.18636,-0.02184,-0.23206
5.312,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.22674,0.14026,0.17772,0.18464,-0.02184,-0.23578
5.314,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.23172,0.14234,0.17772,0.18636,-0.02184,-0.23206
5.316,-0.0201,-0.26554,-0.32346,0.21594,0.15442,-0.29214,0.23172,0.14234,0.17952,0.18464,-0.02184,-0.22834
5.318,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.22674,0.14026,0.17772,0.18292,-0.02184,-0.23206
5.32,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.22176,0.14026,0.17772,0.18464,-0.02402,-0.23206
5.322,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.23172,0.14444,0.18132,0.18636,-0.02184,-0.22834
5.324,-0.02814,-0.26554,-0.31784,0.22338,0.14608,-0.29214,0.22674,0.14654,0.18132,0.18636,-0.02184,-0.22834
5.326,-0.01206,-0.26068,-0.32346,0.20848,0.16276,-0.29214,0.2367,0.14444,0.18132,0.18636,-0.02184,-0.22464
