Time (s),I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
9.456,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14444,0.17772,0.18292,-0.03276,-0.22464
9.458,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.22674,0.14444,0.17592,0.18292,-0.03494,-0.22464
9.46,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.23172,0.14444,0.17592,0.18292,-0.03276,-0.22464
9.462,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.23172,0.14444,0.17592,0.18292,-0.03276,-0.22464
9.464,-0.01206,-0.2558,-0.31784,0.20848,0.15442,-0.28688,0.23172,0.14444,0.17592,0.18292,-0.03276,-0.22464
9.466,0.01204,-0.24606,-0.32346,0.18614,0.17112,-0.2816,0.23172,0.14234,0.17414,0.18464,-0.03058,-0.22464
9.468,0.0442,-0.2363,-0.3347,0.1638,0.19616,-0.2816,0.23172,0.14444,0.17592,0.18464,-0.0284,-0.22464
9.47,0.02812,-0.2363,-0.32346,0.17126,0.17946,-0.27634,0.2367,0.14444,0.17592,0.18464,-0.0284,-0.22092
9.472,0.004,-0.2363,-0.3122,0.18614,0.15442,-0.27108,0.2417,0.14654,0.17592,0.18464,-0.02622,-0.2172
9.474,0.01204,-0.2363,-0.31784,0.1787,0.16276,-0.27108,0.2417,0.14654,0.17772,0.18636,-0.02622,-0.2172
9.476,0.004,-0.24118,-0.31784,0.18614,0.16276,-0.27634,0.2367,0.14444,0.17772,0.18464,-0.0284,-0.22092
9.478,-0.01206,-0.25092,-0.31784,0.20104,0.15442,-0.2816,0.2417,0.14444,0.17592,0.18464,-0.0284,-0.22464
9.48,-0.00402,-0.24118,-0.3122,0.1936,0.15442,-0.27108,0.24668,0.14444,0.17592,0.18636,-0.0284,-0.22464
9.482,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.24668,0.14444,0.17772,0.18636,-0.02402,-0.22464
9.484,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.24668,0.14444,0.17952,0.18636,-0.02402,-0.22464
9.486,-0.00402,-0.24606,-0.31784,0.1936,0.15442,-0.27634,0.2417,0.14026,0.17592,0.18464,-0.02622,-0.22834
9.488,0.004,-0.25092,-0.32346,0.1936,0.17112,-0.28688,0.24668,0.14026,0.17772,0.18292,-0.02622,-0.22464
9.49,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.24668,0.14234,0.17772,0.18464,-0.02402,-0.22092
9.492,0.02008,-0.2363,-0.31784,0.1787,0.17112,-0.27634,0.25166,0.14234,0.17772,0.18464,-0.02622,-0.22464
9.494,0.02812,-0.24118,-0.32908,0.1787,0.18782,-0.2816,0.24668,0.14234,0.17592,0.18292,-0.02622,-0.22834
9.496,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.24668,0.14444,0.17952,0.18636,-0.02622,-0.22464
9.498,0.02812,-0.22656,-0.31784,0.1638,0.17112,-0.26582,0.25166,0.14654,0.17952,0.18636,-0.02622,-0.22464
9.5,0.01204,-0.24118,-0.31784,0.18614,0.17112,-0.27634,0.24668,0.14444,0.17952,0.18464,-0.0284,-0.22834
9.502,-0.00402,-0.2558,-0.32346,0.20104,0.16276,-0.28688,0.2417,0.14444,0.17772,0.18464,-0.0284,-0.22834
9.504,-0.0201,-0.24606,-0.30658,0.20104,0.13772,-0.27108,0.24668,0.14654,0.17772,0.18808,-0.02622,-0.22834
9.506,0.01204,-0.23144,-0.3122,0.1787,0.16276,-0.26582,0.25166,0.14864,0.17952,0.18808,-0.02402,-0.22464
9.508,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.25166,0.14864,0.18132,0.18808,-0.02402,-0.22464
9.51,0.03616,-0.22656,-0.31784,0.1638,0.17946,-0.27108,0.25166,0.14654,0.18132,0.18808,-0.02402,-0.22464
9.512,0.02812,-0.23144,-0.31784,0.17126,0.17946,-0.27108,0.25166,0.14864,0.18132,0.18808,-0.02402,-0.22092
9.514,0.03616,-0.2217,-0.31784,0.15636,0.17946,-0.26582,0.26162,0.15072,0.18312,0.19152,-0.02184,-0.2172
9.516,0.05224,-0.21682,-0.31784,0.14892,0.18782,-0.26582,0.25664,0.15072,0.1849,0.19152,-0.02184,-0.2172
9.518,0.06832,-0.21194,-0.32346,0.13402,0.20452,-0.26582,0.25664,0.15282,0.1867,0.19324,-0.01966,-0.2172
9.52,0.05224,-0.20708,-0.3122,0.14146,0.17946,-0.2553,0.26662,0.157,0.1903,0.19666,-0.01528,-0.2135
9.522,0.05224,-0.19734,-0.30096,0.13402,0.17112,-0.25002,0.26662,0.1612,0.19388,0.20182,-0.01092,-0.20606
9.524,0.05224,-0.19246,-0.2897,0.12658,0.16276,-0.2395,0.27658,0.16328,0.19748,0.20354,-0.00874,-0.20606
9.526,0.06028,-0.17784,-0.27846,0.11912,0.16276,-0.2237,0.27658,0.1612,0.19568,0.20182,-0.00874,-0.20978
9.528,0.08442,-0.17784,-0.29534,0.10422,0.18782,-0.23424,0.27658,0.1591,0.19388,0.2001,-0.01092,-0.2135
9.53,0.06832,-0.17784,-0.28408,0.11168,0.17112,-0.22898,0.28654,0.16328,0.19926,0.20182,-0.00656,-0.20606
9.532,0.08442,-0.16322,-0.27846,0.09678,0.17112,-0.21844,0.29652,0.16538,0.19926,0.20354,-0.00436,-0.20236
9.534,0.06028,-0.17296,-0.27284,0.11168,0.15442,-0.21844,0.29652,0.16328,0.19926,0.20354,-0.00656,-0.20236
9.536,0.03616,-0.17296,-0.25596,0.12658,0.12938,-0.21318,0.3015,0.16538,0.20106,0.20526,-0.00436,-0.19864
9.538,0.0442,-0.16322,-0.25034,0.11168,0.12938,-0.20266,0.31146,0.16748,0.20286,0.20698,-0.00436,-0.19864
9.54,0.05224,-0.1681,-0.26158,0.11168,0.14608,-0.21318,0.31146,0.16748,0.20286,0.20698,-0.00656,-0.20236
9.542,0.08442,-0.16322,-0.27846,0.09678,0.17112,-0.21844,0.31644,0.17166,0.20466,0.2087,-0.00436,-0.20236
9.544,0.08442,-0.1486,-0.2672,0.08188,0.17112,-0.20266,0.32642,0.17376,0.20824,0.21212,0.0,-0.19864
9.546,0.08442,-0.1486,-0.26158,0.08188,0.16276,-0.20266,0.32142,0.17376,0.20824,0.21212,0.0,-0.19864
9.548,0.06832,-0.1486,-0.25034,0.08934,0.14608,-0.19738,0.31644,0.17166,0.20646,0.21212,0.0,-0.20236
9.55,0.06028,-0.14374,-0.23908,0.08934,0.12938,-0.18686,0.31146,0.16956,0.20646,0.21212,0.0,-0.19864
9.552,0.06832,-0.14374,-0.2447,0.08934,0.13772,-0.19212,0.31146,0.16956,0.20824,0.21212,0.00436,-0.19492
9.554,0.06832,-0.13398,-0.23346,0.08188,0.12938,-0.1816,0.32142,0.17376,0.21184,0.21556,0.00654,-0.19122
9.556,0.08442,-0.11938,-0.22784,0.05954,0.13772,-0.17108,0.31146,0.17376,0.21184,0.21728,0.00654,-0.1838
9.558,0.1005,-0.10476,-0.22784,0.0372,0.14608,-0.16054,0.30648,0.16956,0.21184,0.21728,0.00654,-0.1838
9.56,0.08442,-0.11938,-0.23346,0.05954,0.14608,-0.17108,0.2716,0.15492,0.20286,0.21212,0.0,-0.1838
9.562,0.08442,-0.12424,-0.23346,0.067,0.13772,-0.17634,0.25166,0.14654,0.19568,0.2087,-0.00218,-0.1838
9.564,0.09246,-0.11938,-0.23908,0.0521,0.15442,-0.17634,0.24668,0.14654,0.19748,0.21212,0.0,-0.18008
9.566,0.11658,-0.12424,-0.26158,0.04466,0.17946,-0.18686,0.2367,0.14444,0.19568,0.21212,0.0,-0.1838
9.568,0.10854,-0.12424,-0.25596,0.0521,0.17112,-0.18686,0.2367,0.14444,0.19568,0.21042,0.00436,-0.1838
9.57,0.10854,-0.1145,-0.2447,0.04466,0.16276,-0.17634,0.2367,0.14654,0.19748,0.21042,0.00654,-0.18008
9.572,0.11658,-0.10962,-0.2447,0.0372,0.17112,-0.17108,0.2417,0.14654,0.19748,0.21212,0.00872,-0.18008
9.574,0.11658,-0.1145,-0.25034,0.0372,0.17112,-0.17634,0.24668,0.15072,0.19926,0.21212,0.0109,-0.17636
9.576,0.09246,-0.13398,-0.25596,0.067,0.16276,-0.19212,0.24668,0.15072,0.19926,0.21212,0.00872,-0.18008
9.578,0.09246,-0.15348,-0.27846,0.08188,0.17946,-0.21318,0.25664,0.15492,0.20286,0.21212,0.00654,-0.18008
9.58,0.1005,-0.1681,-0.30096,0.08934,0.20452,-0.22898,0.25664,0.157,0.20286,0.21212,0.00654,-0.1838
9.582,0.1005,-0.17784,-0.3122,0.09678,0.20452,-0.2395,0.24668,0.15492,0.20106,0.21042,0.00436,-0.1838
9.584,0.1005,-0.18272,-0.31784,0.09678,0.20452,-0.24476,0.24668,0.157,0.20106,0.21212,0.00654,-0.1838
9.586,0.15678,-0.17784,-0.34596,0.067,0.26294,-0.2553,0.23172,0.15492,0.19926,0.21212,0.00872,-0.18008
9.588,0.18894,-0.15836,-0.34596,0.0372,0.27964,-0.25002,0.2367,0.15492,0.20106,0.21556,0.01308,-0.17636
9.59,0.16482,-0.1681,-0.34034,0.05954,0.26294,-0.25002,0.2367,0.15492,0.20106,0.21556,0.01528,-0.16894
9.592,0.14874,-0.18272,-0.34596,0.07444,0.2546,-0.2553,0.22176,0.15072,0.19748,0.2087,0.0109,-0.17266
9.594,0.13266,-0.18758,-0.34034,0.08934,0.24626,-0.2553,0.2118,0.14444,0.19388,0.20526,0.00872,-0.17266
9.596,0.1407,-0.18272,-0.34034,0.08188,0.24626,-0.2553,0.21678,0.14026,0.1903,0.20354,0.00872,-0.17266
9.598,0.1407,-0.17784,-0.3347,0.07444,0.24626,-0.2553,0.22176,0.14026,0.19208,0.20354,0.00872,-0.16894
9.6,0.16482,-0.17296,-0.34596,0.05954,0.26294,-0.2553,0.21678,0.13606,0.1867,0.20182,0.00436,-0.17636
9.602,0.15678,-0.17784,-0.34596,0.067,0.26294,-0.2553,0.2118,0.13398,0.1849,0.19838,0.00216,-0.17636
9.604,0.12462,-0.19734,-0.34596,0.09678,0.24626,-0.26582,0.21678,0.13398,0.18312,0.19838,0.00216,-0.18008
9.606,0.1005,-0.21194,-0.35158,0.12658,0.2379,-0.27634,0.21678,0.13188,0.17952,0.19496,-0.00436,-0.1838
9.608,0.08442,-0.2217,-0.35158,0.13402,0.22956,-0.2816,0.22674,0.13606,0.18132,0.19324,-0.00656,-0.19122
9.61,0.07636,-0.23144,-0.35158,0.14892,0.2212,-0.28688,0.23172,0.13816,0.18132,0.19496,-0.00656,-0.19492
9.612,0.07636,-0.2363,-0.3572,0.14892,0.2212,-0.29214,0.23172,0.14026,0.18132,0.19152,-0.01092,-0.20236
9.614,0.06028,-0.2363,-0.34596,0.15636,0.20452,-0.28688,0.2367,0.14234,0.18312,0.1898,-0.01092,-0.20606
9.616,0.06028,-0.23144,-0.34034,0.15636,0.20452,-0.2816,0.2417,0.14234,0.18312,0.19152,-0.0131,-0.20606
9.618,0.06028,-0.23144,-0.34034,0.15636,0.20452,-0.2816,0.24668,0.14234,0.18312,0.19324,-0.0131,-0.2135
9.62,0.03616,-0.2363,-0.32908,0.17126,0.18782,-0.2816,0.24668,0.14026,0.18132,0.19324,-0.01528,-0.2135
9.622,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.23172,0.13606,0.17772,0.18808,-0.01966,-0.22464
9.624,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.2367,0.13398,0.17592,0.18636,-0.02184,-0.22834
9.626,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.2367,0.13188,0.17414,0.18464,-0.02402,-0.22834
9.628,0.004,-0.26068,-0.3347,0.20104,0.17946,-0.2974,0.23172,0.13188,0.17414,0.18292,-0.02402,-0.23206
9.63,-0.00402,-0.27528,-0.34596,0.21594,0.17946,-0.30792,0.22176,0.1277,0.16874,0.1795,-0.02622,-0.23578
9.632,0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.22674,0.12978,0.17054,0.1795,-0.02622,-0.23206
9.634,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.23172,0.13398,0.17234,0.18464,-0.01966,-0.22464
9.636,0.05224,-0.24606,-0.35158,0.17126,0.20452,-0.2974,0.23172,0.13188,0.17234,0.18292,-0.02184,-0.22464
9.638,0.0442,-0.24606,-0.34596,0.17126,0.20452,-0.29214,0.22674,0.13398,0.17414,0.1812,-0.02184,-0.23206
9.64,0.02812,-0.2558,-0.34596,0.18614,0.19616,-0.2974,0.22674,0.13188,0.17234,0.1812,-0.02184,-0.23206
9.642,0.03616,-0.24606,-0.34034,0.1787,0.19616,-0.29214,0.2367,0.13606,0.17592,0.18464,-0.02184,-0.22834
9.644,0.03616,-0.24118,-0.3347,0.17126,0.19616,-0.28688,0.2417,0.13606,0.17592,0.18464,-0.02184,-0.22834
9.646,0.03616,-0.25092,-0.34596,0.1787,0.20452,-0.2974,0.23172,0.12978,0.17234,0.1795,-0.02622,-0.23206
9.648,0.01204,-0.2558,-0.3347,0.1936,0.17946,-0.29214,0.23172,0.12978,0.17054,0.1795,-0.02622,-0.23206
9.65,-0.00402,-0.26554,-0.3347,0.20848,0.17112,-0.2974,0.2367,0.13188,0.17054,0.1795,-0.02622,-0.22834
9.652,-0.02814,-0.27042,-0.32346,0.22338,0.15442,-0.2974,0.2367,0.13398,0.17054,0.1812,-0.02402,-0.22834
9.654,-0.01206,-0.27042,-0.3347,0.21594,0.17112,-0.30266,0.2367,0.13188,0.17054,0.1795,-0.02402,-0.23206
9.656,0.004,-0.27528,-0.35158,0.21594,0.18782,-0.3132,0.22674,0.1277,0.16696,0.17606,-0.03058,-0.23948
9.658,-0.00402,-0.27528,-0.34596,0.21594,0.17946,-0.30792,0.22674,0.1277,0.17054,0.17778,-0.03058,-0.23948
9.66,-0.02814,-0.27528,-0.32908,0.23082,0.15442,-0.30266,0.23172,0.13188,0.17054,0.1812,-0.0284,-0.23948
9.662,-0.00402,-0.26068,-0.32908,0.20848,0.17112,-0.29214,0.2367,0.13398,0.17234,0.1812,-0.02402,-0.23578
9.664,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.2367,0.13398,0.17234,0.18292,-0.02402,-0.23578
9.666,0.01204,-0.26068,-0.34034,0.20104,0.18782,-0.2974,0.2367,0.13606,0.17414,0.18292,-0.02622,-0.23578
9.668,0.02008,-0.2558,-0.34034,0.1936,0.18782,-0.2974,0.2417,0.13606,0.17772,0.18636,-0.02622,-0.23948
9.67,0.02008,-0.26068,-0.34596,0.1936,0.19616,-0.30266,0.25166,0.14026,0.17952,0.18636,-0.0284,-0.2432
9.672,0.01204,-0.27042,-0.35158,0.20848,0.19616,-0.30792,0.26662,0.15282,0.1903,0.19152,-0.0284,-0.2469
9.674,-0.01206,-0.2899,-0.3572,0.23082,0.18782,-0.32372,0.29152,0.17376,0.20466,0.19838,-0.0284,-0.25804
9.676,-0.02814,-0.31914,-0.3797,0.26062,0.19616,-0.35004,0.33638,0.19678,0.22262,0.21042,-0.03058,-0.2729
9.678,-0.04422,-0.3435,-0.39658,0.2904,0.19616,-0.3711,0.38622,0.23238,0.25134,0.2276,-0.0284,-0.28776
9.68,-0.0201,-0.35812,-0.43034,0.2904,0.22956,-0.39214,0.44602,0.27006,0.28366,0.24648,-0.02184,-0.2989
9.682,-0.01206,-0.35812,-0.43596,0.28296,0.2379,-0.3974,0.4809,0.30148,0.31058,0.27054,-0.01092,-0.3026
9.684,0.02812,-0.32888,-0.43034,0.24572,0.2546,-0.37636,0.49088,0.32868,0.3429,0.3049,0.01746,-0.28404
9.686,0.08442,-0.29478,-0.43034,0.1936,0.27964,-0.36056,0.52078,0.38104,0.39856,0.3547,0.05022,-0.25434
9.688,0.11658,-0.26554,-0.4247,0.14892,0.29634,-0.3395,0.56562,0.45012,0.4632,0.40452,0.09172,-0.22092
9.69,0.18894,-0.2363,-0.44158,0.10422,0.34642,-0.33424,0.6005,0.50038,0.51346,0.45778,0.13978,-0.1838
9.692,0.24522,-0.19246,-0.4247,0.0372,0.36312,-0.2974,0.61048,0.51294,0.5368,0.50072,0.19222,-0.1281
9.694,0.30956,-0.13886,-0.40784,-0.0298,0.38816,-0.26056,0.5706,0.46688,0.50988,0.51618,0.24464,-0.05756
9.696,0.37388,-0.06578,-0.36846,-0.11916,0.38816,-0.20792,0.49586,0.39568,0.4596,0.52648,0.30362,0.03526
9.698,0.40604,0.01216,-0.30658,-0.19362,0.36312,-0.13422,0.4211,0.30566,0.40394,0.54538,0.37788,0.14292
9.7,0.48646,0.095,-0.2672,-0.29044,0.37148,-0.07106,0.34136,0.18422,0.32674,0.55396,0.46308,0.26546
9.702,0.55078,0.20218,-0.18284,-0.40958,0.34642,0.02366,0.26662,0.0607,0.24056,0.55568,0.55046,0.40284
9.704,0.5347,0.324,-0.03658,-0.48406,0.2212,0.16052,0.1769,-0.08374,0.13104,0.52992,0.616,0.5105
9.706,0.48646,0.4263,0.1209,-0.54362,0.08764,0.28684,0.06228,-0.24496,-0.00718,0.47324,0.64002,0.58476
9.708,0.43016,0.5335,0.2784,-0.6032,-0.06262,0.41844,0.00248,-0.37478,-0.13106,0.40968,0.6444,0.64046
9.71,0.34976,0.58222,0.3909,-0.59576,-0.18784,0.4974,-0.02242,-0.469,-0.2388,0.32206,0.59414,0.64416
9.712,0.17286,0.54324,0.46966,-0.48406,-0.3381,0.51318,-0.00248,-0.54228,-0.3501,0.16232,0.41502,0.52906
9.714,-0.14876,0.3922,0.52028,-0.22342,-0.53846,0.45528,0.0872,-0.5988,-0.474,-0.09362,0.07862,0.24688
9.716,-0.36586,0.1973,0.45278,0.02232,-0.60524,0.3237,0.16694,-0.61974,-0.56018,-0.30662,-0.21408,-0.02784
9.718,-0.44626,0.03652,0.3234,0.1787,-0.5468,0.17104,0.15698,-0.62184,-0.60146,-0.42,-0.3779,-0.19864
9.72,-0.50256,-0.1145,0.18278,0.32764,-0.48002,0.02366,0.12208,-0.62602,-0.62122,-0.47496,-0.46746,-0.32488
9.722,-0.57492,-0.2363,0.09278,0.44678,-0.44662,-0.08158,0.0872,-0.6344,-0.63378,-0.4973,-0.51552,-0.41028
9.724,-0.58296,-0.28504,0.04778,0.49146,-0.42158,-0.12896,0.03238,-0.64276,-0.63918,-0.50072,-0.53082,-0.47712
9.726,-0.62316,-0.31426,0.04216,0.53614,-0.43828,-0.15002,-0.03736,-0.65114,-0.64276,-0.49902,-0.54174,-0.51796
9.728,-0.65534,-0.32888,0.04778,0.55848,-0.45498,-0.15528,-0.13206,-0.65114,-0.63738,-0.49042,-0.53738,-0.53652
9.73,-0.59904,-0.33376,0.00278,0.53614,-0.39654,-0.17634,-0.23672,-0.65324,-0.62122,-0.47152,-0.52644,-0.54394
9.732,-0.56688,-0.33862,-0.03096,0.52126,-0.34644,-0.19738,-0.33638,-0.64276,-0.59968,-0.45264,-0.51552,-0.56622
9.734,-0.57492,-0.33376,-0.01408,0.5287,-0.3715,-0.18686,-0.41114,-0.61974,-0.57454,-0.43546,-0.5046,-0.5885
9.736,-0.54276,-0.35324,-0.0647,0.52126,-0.31306,-0.21844,-0.45598,-0.57786,-0.53324,-0.40626,-0.48494,-0.58478
9.738,-0.4704,-0.41658,-0.18846,0.5436,-0.17948,-0.3132,-0.44602,-0.51086,-0.4722,-0.37018,-0.45436,-0.56994
9.74,-0.42214,-0.50916,-0.32346,0.58828,-0.05426,-0.429,-0.41612,-0.44806,-0.41294,-0.32896,-0.42814,-0.56622
9.742,-0.40606,-0.56762,-0.4022,0.6255,0.0125,-0.49216,-0.37126,-0.38944,-0.3501,-0.28086,-0.40194,-0.5588
9.744,-0.4141,-0.59686,-0.43596,0.6553,0.0292,-0.52374,-0.35134,-0.35174,-0.30882,-0.24478,-0.3801,-0.5625
9.746,-0.38194,-0.60174,-0.46408,0.64786,0.07094,-0.53952,-0.3613,-0.32452,-0.2783,-0.21214,-0.35824,-0.55508
9.748,-0.30154,-0.58224,-0.4922,0.58828,0.12938,-0.53952,-0.3613,-0.28266,-0.23162,-0.17264,-0.32548,-0.5291
9.75,-0.24524,-0.54326,-0.4922,0.5287,0.16276,-0.51848,-0.3613,-0.24288,-0.18852,-0.12798,-0.28834,-0.49938
9.752,-0.197,-0.51404,-0.4922,0.48402,0.18782,-0.50268,-0.32642,-0.19262,-0.14364,-0.08846,-0.2534,-0.4734
9.754,-0.14876,-0.46044,-0.46408,0.42444,0.19616,-0.46584,-0.24668,-0.13818,-0.08978,-0.04552,-0.21408,-0.43626
9.756,-0.06834,-0.41658,-0.4697,0.35742,0.22956,-0.44478,-0.15198,-0.07746,-0.0377,-0.00086,-0.17912,-0.40286
9.758,-0.02814,-0.36786,-0.43596,0.29784,0.22956,-0.40268,-0.05232,-0.01466,0.02332,0.0455,-0.1398,-0.36572
9.76,-0.03618,-0.3094,-0.36284,0.26062,0.17946,-0.33424,0.03238,0.04186,0.08078,0.09532,-0.09612,-0.31746
9.762,-0.04422,-0.29478,-0.34034,0.25316,0.15442,-0.31846,0.12208,0.09,0.12924,0.1314,-0.0699,-0.29146
9.764,-0.02814,-0.28504,-0.34034,0.23828,0.16276,-0.3132,0.2068,0.12978,0.16336,0.15716,-0.04806,-0.27662
9.766,0.01204,-0.27528,-0.3572,0.20848,0.19616,-0.3132,0.26662,0.157,0.1885,0.1795,-0.03494,-0.26548
9.768,0.02812,-0.28016,-0.37408,0.20848,0.21286,-0.32372,0.29152,0.17584,0.20646,0.19324,-0.02622,-0.25804
9.77,0.02008,-0.28504,-0.37408,0.21594,0.20452,-0.32898,0.30648,0.18214,0.21364,0.20354,-0.01748,-0.25062
9.772,0.02008,-0.2899,-0.3797,0.21594,0.21286,-0.33424,0.29652,0.18632,0.21722,0.2087,-0.0131,-0.2469
9.774,0.02812,-0.2899,-0.38534,0.21594,0.2212,-0.33424,0.28654,0.18632,0.21902,0.21384,-0.00656,-0.23578
9.776,0.02812,-0.2899,-0.38534,0.21594,0.2212,-0.33424,0.2716,0.18422,0.22082,0.21384,-0.00656,-0.23578
9.778,0.0442,-0.28016,-0.38534,0.20104,0.22956,-0.32898,0.2716,0.18842,0.2244,0.21556,-0.00656,-0.23206
9.78,0.05224,-0.27042,-0.3797,0.18614,0.22956,-0.32372,0.27658,0.1926,0.23158,0.219,-0.00218,-0.22834
9.782,0.05224,-0.27042,-0.3797,0.18614,0.22956,-0.32372,0.27658,0.20098,0.23876,0.22244,-0.00436,-0.23206
9.784,0.06028,-0.27528,-0.39096,0.18614,0.2379,-0.32898,0.29652,0.20934,0.24416,0.22588,-0.00218,-0.23578
9.786,0.05224,-0.28016,-0.39096,0.1936,0.2379,-0.33424,0.3015,0.21354,0.24954,0.2293,0.0,-0.23578
9.788,0.03616,-0.28016,-0.3797,0.20104,0.2212,-0.32898,0.30648,0.21982,0.25492,0.23618,0.00436,-0.23206
9.79,0.05224,-0.26554,-0.37408,0.18614,0.2212,-0.31846,0.32142,0.224,0.26032,0.24476,0.01528,-0.22464
9.792,0.06028,-0.26068,-0.37408,0.1787,0.22956,-0.3132,0.3314,0.2261,0.2639,0.24648,0.01964,-0.22092
9.794,0.06832,-0.27042,-0.39096,0.1787,0.24626,-0.32898,0.32642,0.224,0.2639,0.24648,0.02402,-0.2172
9.796,0.07636,-0.26068,-0.38534,0.17126,0.24626,-0.31846,0.31644,0.224,0.2639,0.24992,0.02402,-0.2135
9.798,0.06028,-0.26554,-0.3797,0.1787,0.22956,-0.31846,0.32142,0.2261,0.2675,0.24992,0.02402,-0.2135
9.8,0.06028,-0.27042,-0.38534,0.18614,0.2379,-0.32372,0.32142,0.2261,0.2675,0.24992,0.02402,-0.2135
9.802,0.08442,-0.24606,-0.3797,0.14892,0.24626,-0.30792,0.33638,0.23656,0.27648,0.2568,0.02402,-0.20606
9.804,0.09246,-0.24118,-0.3797,0.14146,0.2546,-0.30792,0.34136,0.24284,0.28006,0.26022,0.02402,-0.20978
9.806,0.10854,-0.25092,-0.4022,0.14146,0.27964,-0.32372,0.35134,0.24494,0.28186,0.26022,0.02402,-0.2172
9.808,0.08442,-0.26068,-0.39096,0.1638,0.2546,-0.32372,0.35632,0.24912,0.28544,0.2671,0.0262,-0.2135
9.81,0.07636,-0.25092,-0.37408,0.1638,0.2379,-0.30792,0.3613,0.25122,0.28904,0.27054,0.03056,-0.20606
9.812,0.08442,-0.24606,-0.3797,0.14892,0.24626,-0.30792,0.35632,0.25332,0.29084,0.27398,0.03494,-0.20236
9.814,0.1005,-0.25092,-0.39658,0.14892,0.2713,-0.31846,0.34634,0.24912,0.28724,0.27398,0.03712,-0.19864
9.816,0.08442,-0.25092,-0.38534,0.15636,0.2546,-0.3132,0.34136,0.24912,0.28904,0.27398,0.03712,-0.19492
9.818,0.06832,-0.26068,-0.3797,0.17126,0.2379,-0.31846,0.34136,0.25122,0.29084,0.27398,0.03712,-0.19492
9.82,0.08442,-0.24606,-0.37408,0.15636,0.2379,-0.30792,0.33638,0.25122,0.29264,0.27568,0.0393,-0.19122
9.822,0.1005,-0.23144,-0.37408,0.13402,0.2546,-0.2974,0.35134,0.2596,0.29982,0.27912,0.0393,-0.1875
9.824,0.09246,-0.2363,-0.37408,0.14146,0.24626,-0.30266,0.3613,0.26588,0.3016,0.28084,0.03712,-0.19492
9.826,0.08442,-0.25092,-0.3797,0.15636,0.24626,-0.3132,0.3613,0.26588,0.3052,0.28256,0.03712,-0.19864
9.828,0.06832,-0.26068,-0.3797,0.17126,0.2379,-0.31846,0.3613,0.26798,0.3088,0.286,0.03712,-0.19864
9.83,0.08442,-0.24606,-0.37408,0.15636,0.2379,-0.30792,0.3613,0.27006,0.3088,0.28944,0.04148,-0.19122
9.832,0.10854,-0.2363,-0.38534,0.13402,0.26294,-0.30792,0.37126,0.27216,0.31418,0.29286,0.04586,-0.1875
9.834,0.12462,-0.22656,-0.38534,0.12658,0.2713,-0.30266,0.36628,0.27216,0.31418,0.2963,0.05022,-0.1838
9.836,0.13266,-0.22656,-0.39096,0.11912,0.27964,-0.30266,0.3613,0.27006,0.31418,0.29458,0.0524,-0.18008
9.838,0.10854,-0.2217,-0.36846,0.12658,0.2546,-0.29214,0.36628,0.27216,0.31776,0.2963,0.0546,-0.17636
9.84,0.11658,-0.21682,-0.36846,0.11912,0.2546,-0.28688,0.36628,0.27426,0.31956,0.2963,0.0546,-0.17266
9.842,0.1407,-0.21682,-0.38534,0.11168,0.27964,-0.2974,0.36628,0.27844,0.32316,0.2963,0.05022,-0.17636
9.844,0.13266,-0.2217,-0.38534,0.11912,0.27964,-0.2974,0.37126,0.28262,0.32494,0.29802,0.05022,-0.1838
9.846,0.12462,-0.23144,-0.39096,0.12658,0.27964,-0.30792,0.37624,0.2889,0.33034,0.30146,0.0524,-0.1838
9.848,0.12462,-0.23144,-0.39096,0.12658,0.27964,-0.30792,0.37624,0.291,0.33214,0.3049,0.0546,-0.1838
9.85,0.13266,-0.23144,-0.39658,0.12658,0.288,-0.30792,0.37126,0.291,0.33214,0.30832,0.05678,-0.18008
9.852,0.15678,-0.21682,-0.39658,0.10422,0.29634,-0.30266,0.37624,0.29518,0.33572,0.31176,0.06332,-0.17266
9.854,0.14874,-0.21682,-0.39096,0.10422,0.288,-0.2974,0.38124,0.29518,0.33752,0.3152,0.06988,-0.16522
9.856,0.1407,-0.21682,-0.38534,0.11168,0.27964,-0.2974,0.37624,0.2931,0.33752,0.31348,0.06988,-0.16522
9.858,0.14874,-0.21682,-0.39096,0.10422,0.288,-0.2974,0.37624,0.29518,0.3411,0.31348,0.06988,-0.16522
